"region","category","language","type","count"
"Vancouver","Non-Official & Non-Aboriginal languages","Swedish","most_at_work",30
"Montréal","Non-Official & Non-Aboriginal languages","Tagalog (Pilipino, Filipino)","most_at_home",7750
"Montréal","Non-Official & Non-Aboriginal languages","Tagalog (Pilipino, Filipino)","most_at_work",110
"Toronto","Non-Official & Non-Aboriginal languages","Tagalog (Pilipino, Filipino)","most_at_home",63985
"Toronto","Non-Official & Non-Aboriginal languages","Tagalog (Pilipino, Filipino)","most_at_work",985
"Calgary","Non-Official & Non-Aboriginal languages","Tagalog (Pilipino, Filipino)","most_at_home",23010
"Calgary","Non-Official & Non-Aboriginal languages","Tagalog (Pilipino, Filipino)","most_at_work",305
"Edmonton","Non-Official & Non-Aboriginal languages","Tagalog (Pilipino, Filipino)","most_at_home",20765
"Edmonton","Non-Official & Non-Aboriginal languages","Tagalog (Pilipino, Filipino)","most_at_work",305
"Vancouver","Non-Official & Non-Aboriginal languages","Tagalog (Pilipino, Filipino)","most_at_home",30695
"Vancouver","Non-Official & Non-Aboriginal languages","Tagalog (Pilipino, Filipino)","most_at_work",635
"Montréal","Aboriginal languages","Tahltan","most_at_home",0
"Montréal","Aboriginal languages","Tahltan","most_at_work",0
"Toronto","Aboriginal languages","Tahltan","most_at_home",0
"Toronto","Aboriginal languages","Tahltan","most_at_work",0
"Calgary","Aboriginal languages","Tahltan","most_at_home",0
"Calgary","Aboriginal languages","Tahltan","most_at_work",0
"Edmonton","Aboriginal languages","Tahltan","most_at_home",0
"Edmonton","Aboriginal languages","Tahltan","most_at_work",0
"Vancouver","Aboriginal languages","Tahltan","most_at_home",0
"Vancouver","Aboriginal languages","Tahltan","most_at_work",0
"Montréal","Non-Official & Non-Aboriginal languages","Tai-Kadai languages, n.i.e","most_at_home",0
"Montréal","Non-Official & Non-Aboriginal languages","Tai-Kadai languages, n.i.e","most_at_work",0
"Toronto","Non-Official & Non-Aboriginal languages","Tai-Kadai languages, n.i.e","most_at_home",10
"Toronto","Non-Official & Non-Aboriginal languages","Tai-Kadai languages, n.i.e","most_at_work",0
"Calgary","Non-Official & Non-Aboriginal languages","Tai-Kadai languages, n.i.e","most_at_home",5
"Calgary","Non-Official & Non-Aboriginal languages","Tai-Kadai languages, n.i.e","most_at_work",0
"Edmonton","Non-Official & Non-Aboriginal languages","Tai-Kadai languages, n.i.e","most_at_home",5
"Edmonton","Non-Official & Non-Aboriginal languages","Tai-Kadai languages, n.i.e","most_at_work",0
"Vancouver","Non-Official & Non-Aboriginal languages","Tai-Kadai languages, n.i.e","most_at_home",5
"Vancouver","Non-Official & Non-Aboriginal languages","Tai-Kadai languages, n.i.e","most_at_work",0
"Montréal","Non-Official & Non-Aboriginal languages","Tamil","most_at_home",10670
"Montréal","Non-Official & Non-Aboriginal languages","Tamil","most_at_work",145
"Toronto","Non-Official & Non-Aboriginal languages","Tamil","most_at_home",76095
"Toronto","Non-Official & Non-Aboriginal languages","Tamil","most_at_work",1815
"Calgary","Non-Official & Non-Aboriginal languages","Tamil","most_at_home",1190
"Calgary","Non-Official & Non-Aboriginal languages","Tamil","most_at_work",20
"Edmonton","Non-Official & Non-Aboriginal languages","Tamil","most_at_home",1440
"Edmonton","Non-Official & Non-Aboriginal languages","Tamil","most_at_work",15
"Vancouver","Non-Official & Non-Aboriginal languages","Tamil","most_at_home",1930
"Vancouver","Non-Official & Non-Aboriginal languages","Tamil","most_at_work",30
"Montréal","Non-Official & Non-Aboriginal languages","Telugu","most_at_home",320
"Montréal","Non-Official & Non-Aboriginal languages","Telugu","most_at_work",0
"Toronto","Non-Official & Non-Aboriginal languages","Telugu","most_at_home",4875
"Toronto","Non-Official & Non-Aboriginal languages","Telugu","most_at_work",35
"Calgary","Non-Official & Non-Aboriginal languages","Telugu","most_at_home",560
"Calgary","Non-Official & Non-Aboriginal languages","Telugu","most_at_work",0
"Edmonton","Non-Official & Non-Aboriginal languages","Telugu","most_at_home",555
"Edmonton","Non-Official & Non-Aboriginal languages","Telugu","most_at_work",0
"Vancouver","Non-Official & Non-Aboriginal languages","Telugu","most_at_home",425
"Vancouver","Non-Official & Non-Aboriginal languages","Telugu","most_at_work",0
"Montréal","Non-Official & Non-Aboriginal languages","Thai","most_at_home",175
"Montréal","Non-Official & Non-Aboriginal languages","Thai","most_at_work",15
"Toronto","Non-Official & Non-Aboriginal languages","Thai","most_at_home",580
"Toronto","Non-Official & Non-Aboriginal languages","Thai","most_at_work",65
"Calgary","Non-Official & Non-Aboriginal languages","Thai","most_at_home",230
"Calgary","Non-Official & Non-Aboriginal languages","Thai","most_at_work",25
"Edmonton","Non-Official & Non-Aboriginal languages","Thai","most_at_home",285
"Edmonton","Non-Official & Non-Aboriginal languages","Thai","most_at_work",30
"Vancouver","Non-Official & Non-Aboriginal languages","Thai","most_at_home",670
"Vancouver","Non-Official & Non-Aboriginal languages","Thai","most_at_work",100
"Montréal","Aboriginal languages","Thompson (Ntlakapamux)","most_at_home",0
"Montréal","Aboriginal languages","Thompson (Ntlakapamux)","most_at_work",0
"Toronto","Aboriginal languages","Thompson (Ntlakapamux)","most_at_home",0
"Toronto","Aboriginal languages","Thompson (Ntlakapamux)","most_at_work",0
"Calgary","Aboriginal languages","Thompson (Ntlakapamux)","most_at_home",0
"Calgary","Aboriginal languages","Thompson (Ntlakapamux)","most_at_work",0
"Edmonton","Aboriginal languages","Thompson (Ntlakapamux)","most_at_home",0
"Edmonton","Aboriginal languages","Thompson (Ntlakapamux)","most_at_work",0
"Vancouver","Aboriginal languages","Thompson (Ntlakapamux)","most_at_home",0
"Vancouver","Aboriginal languages","Thompson (Ntlakapamux)","most_at_work",0
"Montréal","Non-Official & Non-Aboriginal languages","Tibetan","most_at_home",60
"Montréal","Non-Official & Non-Aboriginal languages","Tibetan","most_at_work",0
"Toronto","Non-Official & Non-Aboriginal languages","Tibetan","most_at_home",3705
"Toronto","Non-Official & Non-Aboriginal languages","Tibetan","most_at_work",45
"Calgary","Non-Official & Non-Aboriginal languages","Tibetan","most_at_home",395
"Calgary","Non-Official & Non-Aboriginal languages","Tibetan","most_at_work",10
"Edmonton","Non-Official & Non-Aboriginal languages","Tibetan","most_at_home",20
"Edmonton","Non-Official & Non-Aboriginal languages","Tibetan","most_at_work",0
"Vancouver","Non-Official & Non-Aboriginal languages","Tibetan","most_at_home",165
"Vancouver","Non-Official & Non-Aboriginal languages","Tibetan","most_at_work",10
"Montréal","Non-Official & Non-Aboriginal languages","Tibeto-Burman languages, n.i.e.","most_at_home",35
"Montréal","Non-Official & Non-Aboriginal languages","Tibeto-Burman languages, n.i.e.","most_at_work",0
"Toronto","Non-Official & Non-Aboriginal languages","Tibeto-Burman languages, n.i.e.","most_at_home",105
"Toronto","Non-Official & Non-Aboriginal languages","Tibeto-Burman languages, n.i.e.","most_at_work",0
"Calgary","Non-Official & Non-Aboriginal languages","Tibeto-Burman languages, n.i.e.","most_at_home",75
"Calgary","Non-Official & Non-Aboriginal languages","Tibeto-Burman languages, n.i.e.","most_at_work",0
"Edmonton","Non-Official & Non-Aboriginal languages","Tibeto-Burman languages, n.i.e.","most_at_home",60
"Edmonton","Non-Official & Non-Aboriginal languages","Tibeto-Burman languages, n.i.e.","most_at_work",10
"Vancouver","Non-Official & Non-Aboriginal languages","Tibeto-Burman languages, n.i.e.","most_at_home",90
"Vancouver","Non-Official & Non-Aboriginal languages","Tibeto-Burman languages, n.i.e.","most_at_work",0
"Montréal","Non-Official & Non-Aboriginal languages","Tigrigna","most_at_home",190
"Montréal","Non-Official & Non-Aboriginal languages","Tigrigna","most_at_work",0
"Toronto","Non-Official & Non-Aboriginal languages","Tigrigna","most_at_home",2480
"Toronto","Non-Official & Non-Aboriginal languages","Tigrigna","most_at_work",45
"Calgary","Non-Official & Non-Aboriginal languages","Tigrigna","most_at_home",2050
"Calgary","Non-Official & Non-Aboriginal languages","Tigrigna","most_at_work",15
"Edmonton","Non-Official & Non-Aboriginal languages","Tigrigna","most_at_home",1655
"Edmonton","Non-Official & Non-Aboriginal languages","Tigrigna","most_at_work",15
"Vancouver","Non-Official & Non-Aboriginal languages","Tigrigna","most_at_home",355
"Vancouver","Non-Official & Non-Aboriginal languages","Tigrigna","most_at_work",0
"Montréal","Aboriginal languages","Tlingit","most_at_home",0
"Montréal","Aboriginal languages","Tlingit","most_at_work",0
"Toronto","Aboriginal languages","Tlingit","most_at_home",0
"Toronto","Aboriginal languages","Tlingit","most_at_work",0
"Calgary","Aboriginal languages","Tlingit","most_at_home",0
"Calgary","Aboriginal languages","Tlingit","most_at_work",0
"Edmonton","Aboriginal languages","Tlingit","most_at_home",0
"Edmonton","Aboriginal languages","Tlingit","most_at_work",0
"Vancouver","Aboriginal languages","Tlingit","most_at_home",0
"Vancouver","Aboriginal languages","Tlingit","most_at_work",0
"Montréal","Aboriginal languages","Tsimshian","most_at_home",0
"Montréal","Aboriginal languages","Tsimshian","most_at_work",0
"Toronto","Aboriginal languages","Tsimshian","most_at_home",0
"Toronto","Aboriginal languages","Tsimshian","most_at_work",0
"Calgary","Aboriginal languages","Tsimshian","most_at_home",0
"Calgary","Aboriginal languages","Tsimshian","most_at_work",0
"Edmonton","Aboriginal languages","Tsimshian","most_at_home",0
"Edmonton","Aboriginal languages","Tsimshian","most_at_work",0
"Vancouver","Aboriginal languages","Tsimshian","most_at_home",0
"Vancouver","Aboriginal languages","Tsimshian","most_at_work",0
"Montréal","Non-Official & Non-Aboriginal languages","Turkic languages, n.i.e.","most_at_home",55
"Montréal","Non-Official & Non-Aboriginal languages","Turkic languages, n.i.e.","most_at_work",0
"Toronto","Non-Official & Non-Aboriginal languages","Turkic languages, n.i.e.","most_at_home",150
"Toronto","Non-Official & Non-Aboriginal languages","Turkic languages, n.i.e.","most_at_work",0
"Calgary","Non-Official & Non-Aboriginal languages","Turkic languages, n.i.e.","most_at_home",45
"Calgary","Non-Official & Non-Aboriginal languages","Turkic languages, n.i.e.","most_at_work",0
"Edmonton","Non-Official & Non-Aboriginal languages","Turkic languages, n.i.e.","most_at_home",10
"Edmonton","Non-Official & Non-Aboriginal languages","Turkic languages, n.i.e.","most_at_work",0
"Vancouver","Non-Official & Non-Aboriginal languages","Turkic languages, n.i.e.","most_at_home",40
"Vancouver","Non-Official & Non-Aboriginal languages","Turkic languages, n.i.e.","most_at_work",0
"Montréal","Non-Official & Non-Aboriginal languages","Turkish","most_at_home",4420
"Montréal","Non-Official & Non-Aboriginal languages","Turkish","most_at_work",95
"Toronto","Non-Official & Non-Aboriginal languages","Turkish","most_at_home",8155
"Toronto","Non-Official & Non-Aboriginal languages","Turkish","most_at_work",400
"Calgary","Non-Official & Non-Aboriginal languages","Turkish","most_at_home",755
"Calgary","Non-Official & Non-Aboriginal languages","Turkish","most_at_work",25
"Edmonton","Non-Official & Non-Aboriginal languages","Turkish","most_at_home",1140
"Edmonton","Non-Official & Non-Aboriginal languages","Turkish","most_at_work",35
"Vancouver","Non-Official & Non-Aboriginal languages","Turkish","most_at_home",1190
"Vancouver","Non-Official & Non-Aboriginal languages","Turkish","most_at_work",35
"Montréal","Non-Official & Non-Aboriginal languages","Ukrainian","most_at_home",2160
"Montréal","Non-Official & Non-Aboriginal languages","Ukrainian","most_at_work",110
"Toronto","Non-Official & Non-Aboriginal languages","Ukrainian","most_at_home",12510
"Toronto","Non-Official & Non-Aboriginal languages","Ukrainian","most_at_work",675
"Calgary","Non-Official & Non-Aboriginal languages","Ukrainian","most_at_home",790
"Calgary","Non-Official & Non-Aboriginal languages","Ukrainian","most_at_work",20
"Edmonton","Non-Official & Non-Aboriginal languages","Ukrainian","most_at_home",2400
"Edmonton","Non-Official & Non-Aboriginal languages","Ukrainian","most_at_work",70
"Vancouver","Non-Official & Non-Aboriginal languages","Ukrainian","most_at_home",1010
"Vancouver","Non-Official & Non-Aboriginal languages","Ukrainian","most_at_work",20
"Montréal","Non-Official & Non-Aboriginal languages","Uralic languages, n.i.e.","most_at_home",0
"Montréal","Non-Official & Non-Aboriginal languages","Uralic languages, n.i.e.","most_at_work",0
"Toronto","Non-Official & Non-Aboriginal languages","Uralic languages, n.i.e.","most_at_home",0
"Toronto","Non-Official & Non-Aboriginal languages","Uralic languages, n.i.e.","most_at_work",0
"Calgary","Non-Official & Non-Aboriginal languages","Uralic languages, n.i.e.","most_at_home",5
"Calgary","Non-Official & Non-Aboriginal languages","Uralic languages, n.i.e.","most_at_work",0
"Edmonton","Non-Official & Non-Aboriginal languages","Uralic languages, n.i.e.","most_at_home",0
"Edmonton","Non-Official & Non-Aboriginal languages","Uralic languages, n.i.e.","most_at_work",0
"Vancouver","Non-Official & Non-Aboriginal languages","Uralic languages, n.i.e.","most_at_home",0
"Vancouver","Non-Official & Non-Aboriginal languages","Uralic languages, n.i.e.","most_at_work",0
"Montréal","Non-Official & Non-Aboriginal languages","Urdu","most_at_home",7070
"Montréal","Non-Official & Non-Aboriginal languages","Urdu","most_at_work",70
"Toronto","Non-Official & Non-Aboriginal languages","Urdu","most_at_home",78105
"Toronto","Non-Official & Non-Aboriginal languages","Urdu","most_at_work",985
"Calgary","Non-Official & Non-Aboriginal languages","Urdu","most_at_home",11060
"Calgary","Non-Official & Non-Aboriginal languages","Urdu","most_at_work",105
"Edmonton","Non-Official & Non-Aboriginal languages","Urdu","most_at_home",5095
"Edmonton","Non-Official & Non-Aboriginal languages","Urdu","most_at_work",45
"Vancouver","Non-Official & Non-Aboriginal languages","Urdu","most_at_home",5170
"Vancouver","Non-Official & Non-Aboriginal languages","Urdu","most_at_work",40
"Montréal","Non-Official & Non-Aboriginal languages","Uyghur","most_at_home",135
"Montréal","Non-Official & Non-Aboriginal languages","Uyghur","most_at_work",0
"Toronto","Non-Official & Non-Aboriginal languages","Uyghur","most_at_home",225
"Toronto","Non-Official & Non-Aboriginal languages","Uyghur","most_at_work",0
"Calgary","Non-Official & Non-Aboriginal languages","Uyghur","most_at_home",45
"Calgary","Non-Official & Non-Aboriginal languages","Uyghur","most_at_work",0
"Edmonton","Non-Official & Non-Aboriginal languages","Uyghur","most_at_home",35
"Edmonton","Non-Official & Non-Aboriginal languages","Uyghur","most_at_work",0
"Vancouver","Non-Official & Non-Aboriginal languages","Uyghur","most_at_home",100
"Vancouver","Non-Official & Non-Aboriginal languages","Uyghur","most_at_work",10
"Montréal","Non-Official & Non-Aboriginal languages","Uzbek","most_at_home",95
"Montréal","Non-Official & Non-Aboriginal languages","Uzbek","most_at_work",0
"Toronto","Non-Official & Non-Aboriginal languages","Uzbek","most_at_home",315
"Toronto","Non-Official & Non-Aboriginal languages","Uzbek","most_at_work",0
"Calgary","Non-Official & Non-Aboriginal languages","Uzbek","most_at_home",55
"Calgary","Non-Official & Non-Aboriginal languages","Uzbek","most_at_work",0
"Edmonton","Non-Official & Non-Aboriginal languages","Uzbek","most_at_home",70
"Edmonton","Non-Official & Non-Aboriginal languages","Uzbek","most_at_work",10
"Vancouver","Non-Official & Non-Aboriginal languages","Uzbek","most_at_home",40
"Vancouver","Non-Official & Non-Aboriginal languages","Uzbek","most_at_work",0
"Montréal","Non-Official & Non-Aboriginal languages","Vietnamese","most_at_home",18700
"Montréal","Non-Official & Non-Aboriginal languages","Vietnamese","most_at_work",1340
"Toronto","Non-Official & Non-Aboriginal languages","Vietnamese","most_at_home",31755
"Toronto","Non-Official & Non-Aboriginal languages","Vietnamese","most_at_work",1735
"Calgary","Non-Official & Non-Aboriginal languages","Vietnamese","most_at_home",8925
"Calgary","Non-Official & Non-Aboriginal languages","Vietnamese","most_at_work",835
"Edmonton","Non-Official & Non-Aboriginal languages","Vietnamese","most_at_home",5860
"Edmonton","Non-Official & Non-Aboriginal languages","Vietnamese","most_at_work",410
"Vancouver","Non-Official & Non-Aboriginal languages","Vietnamese","most_at_home",14365
"Vancouver","Non-Official & Non-Aboriginal languages","Vietnamese","most_at_work",1985
"Montréal","Non-Official & Non-Aboriginal languages","Vlaams (Flemish)","most_at_home",30
"Montréal","Non-Official & Non-Aboriginal languages","Vlaams (Flemish)","most_at_work",0
"Toronto","Non-Official & Non-Aboriginal languages","Vlaams (Flemish)","most_at_home",25
"Toronto","Non-Official & Non-Aboriginal languages","Vlaams (Flemish)","most_at_work",10
"Calgary","Non-Official & Non-Aboriginal languages","Vlaams (Flemish)","most_at_home",10
"Calgary","Non-Official & Non-Aboriginal languages","Vlaams (Flemish)","most_at_work",0
"Edmonton","Non-Official & Non-Aboriginal languages","Vlaams (Flemish)","most_at_home",15
"Edmonton","Non-Official & Non-Aboriginal languages","Vlaams (Flemish)","most_at_work",0
"Vancouver","Non-Official & Non-Aboriginal languages","Vlaams (Flemish)","most_at_home",15
"Vancouver","Non-Official & Non-Aboriginal languages","Vlaams (Flemish)","most_at_work",0
"Montréal","Aboriginal languages","Wakashan languages, n.i.e.","most_at_home",0
"Montréal","Aboriginal languages","Wakashan languages, n.i.e.","most_at_work",0
"Toronto","Aboriginal languages","Wakashan languages, n.i.e.","most_at_home",0
"Toronto","Aboriginal languages","Wakashan languages, n.i.e.","most_at_work",0
"Calgary","Aboriginal languages","Wakashan languages, n.i.e.","most_at_home",0
"Calgary","Aboriginal languages","Wakashan languages, n.i.e.","most_at_work",0
"Edmonton","Aboriginal languages","Wakashan languages, n.i.e.","most_at_home",0
"Edmonton","Aboriginal languages","Wakashan languages, n.i.e.","most_at_work",0
"Vancouver","Aboriginal languages","Wakashan languages, n.i.e.","most_at_home",0
"Vancouver","Aboriginal languages","Wakashan languages, n.i.e.","most_at_work",0
"Montréal","Non-Official & Non-Aboriginal languages","Waray-Waray","most_at_home",15
"Montréal","Non-Official & Non-Aboriginal languages","Waray-Waray","most_at_work",0
"Toronto","Non-Official & Non-Aboriginal languages","Waray-Waray","most_at_home",75
"Toronto","Non-Official & Non-Aboriginal languages","Waray-Waray","most_at_work",0
"Calgary","Non-Official & Non-Aboriginal languages","Waray-Waray","most_at_home",50
"Calgary","Non-Official & Non-Aboriginal languages","Waray-Waray","most_at_work",0
"Edmonton","Non-Official & Non-Aboriginal languages","Waray-Waray","most_at_home",10
"Edmonton","Non-Official & Non-Aboriginal languages","Waray-Waray","most_at_work",0
"Vancouver","Non-Official & Non-Aboriginal languages","Waray-Waray","most_at_home",60
"Vancouver","Non-Official & Non-Aboriginal languages","Waray-Waray","most_at_work",0
"Montréal","Non-Official & Non-Aboriginal languages","Welsh","most_at_home",5
"Montréal","Non-Official & Non-Aboriginal languages","Welsh","most_at_work",0
"Toronto","Non-Official & Non-Aboriginal languages","Welsh","most_at_home",15
"Toronto","Non-Official & Non-Aboriginal languages","Welsh","most_at_work",0
"Calgary","Non-Official & Non-Aboriginal languages","Welsh","most_at_home",5
"Calgary","Non-Official & Non-Aboriginal languages","Welsh","most_at_work",0
"Edmonton","Non-Official & Non-Aboriginal languages","Welsh","most_at_home",0
"Edmonton","Non-Official & Non-Aboriginal languages","Welsh","most_at_work",0
"Vancouver","Non-Official & Non-Aboriginal languages","Welsh","most_at_home",20
"Vancouver","Non-Official & Non-Aboriginal languages","Welsh","most_at_work",0
"Montréal","Non-Official & Non-Aboriginal languages","Wolof","most_at_home",770
"Montréal","Non-Official & Non-Aboriginal languages","Wolof","most_at_work",0
"Toronto","Non-Official & Non-Aboriginal languages","Wolof","most_at_home",75
"Toronto","Non-Official & Non-Aboriginal languages","Wolof","most_at_work",0
"Calgary","Non-Official & Non-Aboriginal languages","Wolof","most_at_home",65
"Calgary","Non-Official & Non-Aboriginal languages","Wolof","most_at_work",0
"Edmonton","Non-Official & Non-Aboriginal languages","Wolof","most_at_home",90
"Edmonton","Non-Official & Non-Aboriginal languages","Wolof","most_at_work",10
"Vancouver","Non-Official & Non-Aboriginal languages","Wolof","most_at_home",5
"Vancouver","Non-Official & Non-Aboriginal languages","Wolof","most_at_work",0
"Montréal","Aboriginal languages","Woods Cree","most_at_home",0
"Montréal","Aboriginal languages","Woods Cree","most_at_work",0
"Toronto","Aboriginal languages","Woods Cree","most_at_home",0
"Toronto","Aboriginal languages","Woods Cree","most_at_work",10
"Calgary","Aboriginal languages","Woods Cree","most_at_home",0
"Calgary","Aboriginal languages","Woods Cree","most_at_work",0
"Edmonton","Aboriginal languages","Woods Cree","most_at_home",20
"Edmonton","Aboriginal languages","Woods Cree","most_at_work",0
"Vancouver","Aboriginal languages","Woods Cree","most_at_home",5
"Vancouver","Aboriginal languages","Woods Cree","most_at_work",0
"Montréal","Non-Official & Non-Aboriginal languages","Wu (Shanghainese)","most_at_home",760
"Montréal","Non-Official & Non-Aboriginal languages","Wu (Shanghainese)","most_at_work",15
"Toronto","Non-Official & Non-Aboriginal languages","Wu (Shanghainese)","most_at_home",3130
"Toronto","Non-Official & Non-Aboriginal languages","Wu (Shanghainese)","most_at_work",30
"Calgary","Non-Official & Non-Aboriginal languages","Wu (Shanghainese)","most_at_home",210
"Calgary","Non-Official & Non-Aboriginal languages","Wu (Shanghainese)","most_at_work",0
"Edmonton","Non-Official & Non-Aboriginal languages","Wu (Shanghainese)","most_at_home",120
"Edmonton","Non-Official & Non-Aboriginal languages","Wu (Shanghainese)","most_at_work",0
"Vancouver","Non-Official & Non-Aboriginal languages","Wu (Shanghainese)","most_at_home",2495
"Vancouver","Non-Official & Non-Aboriginal languages","Wu (Shanghainese)","most_at_work",45
"Montréal","Non-Official & Non-Aboriginal languages","Yiddish","most_at_home",6665
"Montréal","Non-Official & Non-Aboriginal languages","Yiddish","most_at_work",860
"Toronto","Non-Official & Non-Aboriginal languages","Yiddish","most_at_home",350
"Toronto","Non-Official & Non-Aboriginal languages","Yiddish","most_at_work",20
"Calgary","Non-Official & Non-Aboriginal languages","Yiddish","most_at_home",10
"Calgary","Non-Official & Non-Aboriginal languages","Yiddish","most_at_work",0
"Edmonton","Non-Official & Non-Aboriginal languages","Yiddish","most_at_home",0
"Edmonton","Non-Official & Non-Aboriginal languages","Yiddish","most_at_work",0
"Vancouver","Non-Official & Non-Aboriginal languages","Yiddish","most_at_home",10
"Vancouver","Non-Official & Non-Aboriginal languages","Yiddish","most_at_work",0
"Montréal","Non-Official & Non-Aboriginal languages","Yoruba","most_at_home",45
"Montréal","Non-Official & Non-Aboriginal languages","Yoruba","most_at_work",0
"Toronto","Non-Official & Non-Aboriginal languages","Yoruba","most_at_home",1080
"Toronto","Non-Official & Non-Aboriginal languages","Yoruba","most_at_work",10
"Calgary","Non-Official & Non-Aboriginal languages","Yoruba","most_at_home",350
"Calgary","Non-Official & Non-Aboriginal languages","Yoruba","most_at_work",0
"Edmonton","Non-Official & Non-Aboriginal languages","Yoruba","most_at_home",280
"Edmonton","Non-Official & Non-Aboriginal languages","Yoruba","most_at_work",0
"Vancouver","Non-Official & Non-Aboriginal languages","Yoruba","most_at_home",40
"Vancouver","Non-Official & Non-Aboriginal languages","Yoruba","most_at_work",0
