"","region","category","language","type","count"
"928","Vancouver","Non-Official & Non-Aboriginal languages","Fijian","lang_known",985
"929","Toronto","Non-Official & Non-Aboriginal languages","Finnish","mother_tongue",2515
"930","Toronto","Non-Official & Non-Aboriginal languages","Finnish","most_at_home",510
"931","Toronto","Non-Official & Non-Aboriginal languages","Finnish","most_at_work",45
"932","Toronto","Non-Official & Non-Aboriginal languages","Finnish","lang_known",2830
"933","Calgary","Non-Official & Non-Aboriginal languages","Finnish","mother_tongue",325
"934","Calgary","Non-Official & Non-Aboriginal languages","Finnish","most_at_home",50
"935","Calgary","Non-Official & Non-Aboriginal languages","Finnish","most_at_work",0
"936","Calgary","Non-Official & Non-Aboriginal languages","Finnish","lang_known",350
"937","Edmonton","Non-Official & Non-Aboriginal languages","Finnish","mother_tongue",230
"938","Edmonton","Non-Official & Non-Aboriginal languages","Finnish","most_at_home",30
"939","Edmonton","Non-Official & Non-Aboriginal languages","Finnish","most_at_work",0
"940","Edmonton","Non-Official & Non-Aboriginal languages","Finnish","lang_known",415
"941","Vancouver","Non-Official & Non-Aboriginal languages","Finnish","mother_tongue",1900
"942","Vancouver","Non-Official & Non-Aboriginal languages","Finnish","most_at_home",430
"943","Vancouver","Non-Official & Non-Aboriginal languages","Finnish","most_at_work",20
"944","Vancouver","Non-Official & Non-Aboriginal languages","Finnish","lang_known",2090
"945","Toronto","Official languages","French","mother_tongue",65530
"946","Toronto","Official languages","French","most_at_home",29800
"947","Toronto","Official languages","French","most_at_work",11940
"948","Toronto","Official languages","French","lang_known",466820
"949","Calgary","Official languages","French","mother_tongue",20720
"950","Calgary","Official languages","French","most_at_home",8630
"951","Calgary","Official languages","French","most_at_work",2140
"952","Calgary","Official languages","French","lang_known",101440
"953","Edmonton","Official languages","French","mother_tongue",27100
"954","Edmonton","Official languages","French","most_at_home",10950
"955","Edmonton","Official languages","French","most_at_work",2520
"956","Edmonton","Official languages","French","lang_known",96065
"957","Vancouver","Official languages","French","mother_tongue",25005
"958","Vancouver","Official languages","French","most_at_home",8630
"959","Vancouver","Official languages","French","most_at_work",3245
"960","Vancouver","Official languages","French","lang_known",172260
"961","Toronto","Non-Official & Non-Aboriginal languages","Frisian","mother_tongue",135
"962","Toronto","Non-Official & Non-Aboriginal languages","Frisian","most_at_home",5
"963","Toronto","Non-Official & Non-Aboriginal languages","Frisian","most_at_work",0
"964","Toronto","Non-Official & Non-Aboriginal languages","Frisian","lang_known",195
"965","Calgary","Non-Official & Non-Aboriginal languages","Frisian","mother_tongue",40
"966","Calgary","Non-Official & Non-Aboriginal languages","Frisian","most_at_home",5
"967","Calgary","Non-Official & Non-Aboriginal languages","Frisian","most_at_work",0
"968","Calgary","Non-Official & Non-Aboriginal languages","Frisian","lang_known",65
"969","Edmonton","Non-Official & Non-Aboriginal languages","Frisian","mother_tongue",95
"970","Edmonton","Non-Official & Non-Aboriginal languages","Frisian","most_at_home",5
"971","Edmonton","Non-Official & Non-Aboriginal languages","Frisian","most_at_work",0
"972","Edmonton","Non-Official & Non-Aboriginal languages","Frisian","lang_known",95
"973","Vancouver","Non-Official & Non-Aboriginal languages","Frisian","mother_tongue",80
"974","Vancouver","Non-Official & Non-Aboriginal languages","Frisian","most_at_home",5
"975","Vancouver","Non-Official & Non-Aboriginal languages","Frisian","most_at_work",0
"976","Vancouver","Non-Official & Non-Aboriginal languages","Frisian","lang_known",125
"977","Toronto","Non-Official & Non-Aboriginal languages","Fulah (Pular, Pulaar, Fulfulde)","mother_tongue",225
"978","Toronto","Non-Official & Non-Aboriginal languages","Fulah (Pular, Pulaar, Fulfulde)","most_at_home",75
"979","Toronto","Non-Official & Non-Aboriginal languages","Fulah (Pular, Pulaar, Fulfulde)","most_at_work",0
"980","Toronto","Non-Official & Non-Aboriginal languages","Fulah (Pular, Pulaar, Fulfulde)","lang_known",485
"981","Calgary","Non-Official & Non-Aboriginal languages","Fulah (Pular, Pulaar, Fulfulde)","mother_tongue",80
"982","Calgary","Non-Official & Non-Aboriginal languages","Fulah (Pular, Pulaar, Fulfulde)","most_at_home",45
"983","Calgary","Non-Official & Non-Aboriginal languages","Fulah (Pular, Pulaar, Fulfulde)","most_at_work",0
"984","Calgary","Non-Official & Non-Aboriginal languages","Fulah (Pular, Pulaar, Fulfulde)","lang_known",135
"985","Edmonton","Non-Official & Non-Aboriginal languages","Fulah (Pular, Pulaar, Fulfulde)","mother_tongue",140
"986","Edmonton","Non-Official & Non-Aboriginal languages","Fulah (Pular, Pulaar, Fulfulde)","most_at_home",55
"987","Edmonton","Non-Official & Non-Aboriginal languages","Fulah (Pular, Pulaar, Fulfulde)","most_at_work",0
"988","Edmonton","Non-Official & Non-Aboriginal languages","Fulah (Pular, Pulaar, Fulfulde)","lang_known",155
"989","Vancouver","Non-Official & Non-Aboriginal languages","Fulah (Pular, Pulaar, Fulfulde)","mother_tongue",15
"990","Vancouver","Non-Official & Non-Aboriginal languages","Fulah (Pular, Pulaar, Fulfulde)","most_at_home",0
"991","Vancouver","Non-Official & Non-Aboriginal languages","Fulah (Pular, Pulaar, Fulfulde)","most_at_work",0
"992","Vancouver","Non-Official & Non-Aboriginal languages","Fulah (Pular, Pulaar, Fulfulde)","lang_known",50
"993","Toronto","Non-Official & Non-Aboriginal languages","Ga","mother_tongue",445
"994","Toronto","Non-Official & Non-Aboriginal languages","Ga","most_at_home",145
"995","Toronto","Non-Official & Non-Aboriginal languages","Ga","most_at_work",0
"996","Toronto","Non-Official & Non-Aboriginal languages","Ga","lang_known",1010
"997","Calgary","Non-Official & Non-Aboriginal languages","Ga","mother_tongue",65
"998","Calgary","Non-Official & Non-Aboriginal languages","Ga","most_at_home",20
"999","Calgary","Non-Official & Non-Aboriginal languages","Ga","most_at_work",0
"1000","Calgary","Non-Official & Non-Aboriginal languages","Ga","lang_known",110
"1001","Edmonton","Non-Official & Non-Aboriginal languages","Ga","mother_tongue",65
"1002","Edmonton","Non-Official & Non-Aboriginal languages","Ga","most_at_home",15
"1003","Edmonton","Non-Official & Non-Aboriginal languages","Ga","most_at_work",0
"1004","Edmonton","Non-Official & Non-Aboriginal languages","Ga","lang_known",195
"1005","Vancouver","Non-Official & Non-Aboriginal languages","Ga","mother_tongue",30
"1006","Vancouver","Non-Official & Non-Aboriginal languages","Ga","most_at_home",0
"1007","Vancouver","Non-Official & Non-Aboriginal languages","Ga","most_at_work",0
"1008","Vancouver","Non-Official & Non-Aboriginal languages","Ga","lang_known",90
"1009","Toronto","Non-Official & Non-Aboriginal languages","Ganda","mother_tongue",515
"1010","Toronto","Non-Official & Non-Aboriginal languages","Ganda","most_at_home",155
"1011","Toronto","Non-Official & Non-Aboriginal languages","Ganda","most_at_work",20
"1012","Toronto","Non-Official & Non-Aboriginal languages","Ganda","lang_known",860
"1013","Calgary","Non-Official & Non-Aboriginal languages","Ganda","mother_tongue",40
"1014","Calgary","Non-Official & Non-Aboriginal languages","Ganda","most_at_home",5
"1015","Calgary","Non-Official & Non-Aboriginal languages","Ganda","most_at_work",0
"1016","Calgary","Non-Official & Non-Aboriginal languages","Ganda","lang_known",75
"1017","Edmonton","Non-Official & Non-Aboriginal languages","Ganda","mother_tongue",210
"1018","Edmonton","Non-Official & Non-Aboriginal languages","Ganda","most_at_home",80
"1019","Edmonton","Non-Official & Non-Aboriginal languages","Ganda","most_at_work",0
"1020","Edmonton","Non-Official & Non-Aboriginal languages","Ganda","lang_known",430
"1021","Vancouver","Non-Official & Non-Aboriginal languages","Ganda","mother_tongue",65
"1022","Vancouver","Non-Official & Non-Aboriginal languages","Ganda","most_at_home",5
"1023","Vancouver","Non-Official & Non-Aboriginal languages","Ganda","most_at_work",0
"1024","Vancouver","Non-Official & Non-Aboriginal languages","Ganda","lang_known",110
"1025","Toronto","Non-Official & Non-Aboriginal languages","Georgian","mother_tongue",1110
"1026","Toronto","Non-Official & Non-Aboriginal languages","Georgian","most_at_home",745
"1027","Toronto","Non-Official & Non-Aboriginal languages","Georgian","most_at_work",10
"1028","Toronto","Non-Official & Non-Aboriginal languages","Georgian","lang_known",1465
"1029","Calgary","Non-Official & Non-Aboriginal languages","Georgian","mother_tongue",130
"1030","Calgary","Non-Official & Non-Aboriginal languages","Georgian","most_at_home",80
"1031","Calgary","Non-Official & Non-Aboriginal languages","Georgian","most_at_work",0
"1032","Calgary","Non-Official & Non-Aboriginal languages","Georgian","lang_known",140
"1033","Edmonton","Non-Official & Non-Aboriginal languages","Georgian","mother_tongue",70
"1034","Edmonton","Non-Official & Non-Aboriginal languages","Georgian","most_at_home",55
"1035","Edmonton","Non-Official & Non-Aboriginal languages","Georgian","most_at_work",0
"1036","Edmonton","Non-Official & Non-Aboriginal languages","Georgian","lang_known",60
"1037","Vancouver","Non-Official & Non-Aboriginal languages","Georgian","mother_tongue",65
"1038","Vancouver","Non-Official & Non-Aboriginal languages","Georgian","most_at_home",15
"1039","Vancouver","Non-Official & Non-Aboriginal languages","Georgian","most_at_work",0
"1040","Vancouver","Non-Official & Non-Aboriginal languages","Georgian","lang_known",90
"1041","Toronto","Non-Official & Non-Aboriginal languages","German","mother_tongue",29425
"1042","Toronto","Non-Official & Non-Aboriginal languages","German","most_at_home",3585
"1043","Toronto","Non-Official & Non-Aboriginal languages","German","most_at_work",240
"1044","Toronto","Non-Official & Non-Aboriginal languages","German","lang_known",55040
"1045","Calgary","Non-Official & Non-Aboriginal languages","German","mother_tongue",11865
"1046","Calgary","Non-Official & Non-Aboriginal languages","German","most_at_home",1540
"1047","Calgary","Non-Official & Non-Aboriginal languages","German","most_at_work",75
"1048","Calgary","Non-Official & Non-Aboriginal languages","German","lang_known",19075
"1049","Edmonton","Non-Official & Non-Aboriginal languages","German","mother_tongue",14760
"1050","Edmonton","Non-Official & Non-Aboriginal languages","German","most_at_home",2315
"1051","Edmonton","Non-Official & Non-Aboriginal languages","German","most_at_work",65
"1052","Edmonton","Non-Official & Non-Aboriginal languages","German","lang_known",20990
"1053","Vancouver","Non-Official & Non-Aboriginal languages","German","mother_tongue",24060
"1054","Vancouver","Non-Official & Non-Aboriginal languages","German","most_at_home",2895
"1055","Vancouver","Non-Official & Non-Aboriginal languages","German","most_at_work",210
"1056","Vancouver","Non-Official & Non-Aboriginal languages","German","lang_known",38660
"1057","Toronto","Non-Official & Non-Aboriginal languages","Germanic languages, n.i.e.","mother_tongue",50
"1058","Toronto","Non-Official & Non-Aboriginal languages","Germanic languages, n.i.e.","most_at_home",10
"1059","Toronto","Non-Official & Non-Aboriginal languages","Germanic languages, n.i.e.","most_at_work",0
"1060","Toronto","Non-Official & Non-Aboriginal languages","Germanic languages, n.i.e.","lang_known",105
"1061","Calgary","Non-Official & Non-Aboriginal languages","Germanic languages, n.i.e.","mother_tongue",10
"1062","Calgary","Non-Official & Non-Aboriginal languages","Germanic languages, n.i.e.","most_at_home",5
"1063","Calgary","Non-Official & Non-Aboriginal languages","Germanic languages, n.i.e.","most_at_work",0
"1064","Calgary","Non-Official & Non-Aboriginal languages","Germanic languages, n.i.e.","lang_known",75
"1065","Edmonton","Non-Official & Non-Aboriginal languages","Germanic languages, n.i.e.","mother_tongue",10
"1066","Edmonton","Non-Official & Non-Aboriginal languages","Germanic languages, n.i.e.","most_at_home",5
"1067","Edmonton","Non-Official & Non-Aboriginal languages","Germanic languages, n.i.e.","most_at_work",0
"1068","Edmonton","Non-Official & Non-Aboriginal languages","Germanic languages, n.i.e.","lang_known",20
"1069","Vancouver","Non-Official & Non-Aboriginal languages","Germanic languages, n.i.e.","mother_tongue",30
"1070","Vancouver","Non-Official & Non-Aboriginal languages","Germanic languages, n.i.e.","most_at_home",5
"1071","Vancouver","Non-Official & Non-Aboriginal languages","Germanic languages, n.i.e.","most_at_work",0
"1072","Vancouver","Non-Official & Non-Aboriginal languages","Germanic languages, n.i.e.","lang_known",75
"1073","Toronto","Aboriginal languages","Gitxsan (Gitksan)","mother_tongue",0
"1074","Toronto","Aboriginal languages","Gitxsan (Gitksan)","most_at_home",0
"1075","Toronto","Aboriginal languages","Gitxsan (Gitksan)","most_at_work",0
"1076","Toronto","Aboriginal languages","Gitxsan (Gitksan)","lang_known",0
"1077","Calgary","Aboriginal languages","Gitxsan (Gitksan)","mother_tongue",0
"1078","Calgary","Aboriginal languages","Gitxsan (Gitksan)","most_at_home",0
"1079","Calgary","Aboriginal languages","Gitxsan (Gitksan)","most_at_work",0
"1080","Calgary","Aboriginal languages","Gitxsan (Gitksan)","lang_known",15
"1081","Edmonton","Aboriginal languages","Gitxsan (Gitksan)","mother_tongue",0
"1082","Edmonton","Aboriginal languages","Gitxsan (Gitksan)","most_at_home",0
"1083","Edmonton","Aboriginal languages","Gitxsan (Gitksan)","most_at_work",0
"1084","Edmonton","Aboriginal languages","Gitxsan (Gitksan)","lang_known",0
"1085","Vancouver","Aboriginal languages","Gitxsan (Gitksan)","mother_tongue",50
"1086","Vancouver","Aboriginal languages","Gitxsan (Gitksan)","most_at_home",10
"1087","Vancouver","Aboriginal languages","Gitxsan (Gitksan)","most_at_work",0
"1088","Vancouver","Aboriginal languages","Gitxsan (Gitksan)","lang_known",50
"1089","Toronto","Non-Official & Non-Aboriginal languages","Greek","mother_tongue",41225
"1090","Toronto","Non-Official & Non-Aboriginal languages","Greek","most_at_home",16945
"1091","Toronto","Non-Official & Non-Aboriginal languages","Greek","most_at_work",340
"1092","Toronto","Non-Official & Non-Aboriginal languages","Greek","lang_known",60400
"1093","Calgary","Non-Official & Non-Aboriginal languages","Greek","mother_tongue",1590
"1094","Calgary","Non-Official & Non-Aboriginal languages","Greek","most_at_home",500
"1095","Calgary","Non-Official & Non-Aboriginal languages","Greek","most_at_work",10
"1096","Calgary","Non-Official & Non-Aboriginal languages","Greek","lang_known",2490
"1097","Edmonton","Non-Official & Non-Aboriginal languages","Greek","mother_tongue",1080
"1098","Edmonton","Non-Official & Non-Aboriginal languages","Greek","most_at_home",375
