id,neighbourhood,room_type,accommodates,bathrooms,bedrooms,beds,price
1367,Mount Pleasant,Shared room,1,1 shared bath,1,1,99
1368,West End,Entire home/apt,3,1 bath,1,2,84
1369,Mount Pleasant,Private room,2,1 private bath,1,1,91
1370,Downtown,Private room,2,1.5 baths,1,1,170
1371,Grandview-Woodland,Private room,2,1 shared bath,1,1,62
1372,Downtown,Private room,2,1 shared bath,1,2,139
1373,Grandview-Woodland,Entire home/apt,4,1 bath,1,2,60
1374,Downtown,Private room,2,1 private bath,1,1,63
1375,Killarney,Entire home/apt,4,1 bath,2,2,68
1376,Killarney,Private room,4,1 private bath,2,2,86
1377,Killarney,Entire home/apt,2,1 bath,1,1,59
1378,Renfrew-Collingwood,Entire home/apt,2,1 bath,1,1,79
1379,Grandview-Woodland,Private room,2,1 shared bath,1,1,75
1380,West Point Grey,Entire home/apt,2,1 bath,1,1,120
1381,Mount Pleasant,Entire home/apt,4,1 bath,2,2,200
1382,Hastings-Sunrise,Entire home/apt,4,1 bath,1,2,88
1383,Oakridge,Private room,2,1 shared bath,1,1,60
1384,Downtown,Entire home/apt,2,1 bath,1,1,139
1385,Hastings-Sunrise,Entire home/apt,7,2 baths,3,4,207
1386,Victoria-Fraserview,Entire home/apt,2,1 bath,1,1,98
1387,Arbutus Ridge,Private room,4,1 private bath,2,3,169
1388,Killarney,Private room,2,1 shared bath,1,1,38
1389,Grandview-Woodland,Entire home/apt,6,2.5 baths,3,3,206
1390,Mount Pleasant,Entire home/apt,4,1 bath,2,3,150
1391,Grandview-Woodland,Entire home/apt,2,1 bath,1,1,78
1392,West End,Entire home/apt,2,1 bath,1,1,80
1393,Downtown,Private room,1,1 shared bath,1,1,50
1394,Marpole,Entire home/apt,4,1 bath,1,2,75
1395,Downtown,Entire home/apt,5,2 baths,2,3,200
1396,Fairview,Entire home/apt,5,3.5 baths,3,3,304
1397,Mount Pleasant,Entire home/apt,2,1 bath,1,1,125
1398,Downtown Eastside,Entire home/apt,4,2 baths,2,2,200
1399,Downtown Eastside,Entire home/apt,6,2 baths,2,2,686
1400,Grandview-Woodland,Entire home/apt,4,1 bath,1,1,135
1401,Kerrisdale,Private room,2,1 shared bath,1,1,89
1402,Downtown,Entire home/apt,4,1 bath,2,2,117
1403,Kensington-Cedar Cottage,Entire home/apt,2,1 bath,1,1,40
1404,Downtown,Entire home/apt,3,1 bath,2,2,93
1405,Downtown,Private room,2,1 private bath,1,1,149
1406,Kitsilano,Private room,2,1.5 shared baths,1,2,60
1407,Fairview,Entire home/apt,2,1 bath,1,1,95
1408,Downtown,Entire home/apt,2,1 bath,1,1,135
1409,Fairview,Entire home/apt,2,1 bath,1,1,86
1410,Riley Park,Private room,2,1 private bath,1,1,117
1411,Riley Park,Entire home/apt,4,1 bath,2,2,221
1412,Downtown,Entire home/apt,2,1 bath,1,1,145
1413,Downtown,Entire home/apt,4,2 baths,2,2,196
1414,Downtown Eastside,Entire home/apt,3,1 bath,2,2,106
1415,Downtown,Private room,2,1.5 baths,1,1,160
1416,Fairview,Entire home/apt,2,1 bath,1,1,80
1417,Grandview-Woodland,Entire home/apt,6,1.5 baths,3,4,259
1418,West End,Private room,2,1 private bath,1,1,89
1419,Downtown Eastside,Entire home/apt,2,1 bath,1,1,130
1420,Marpole,Entire home/apt,4,1 bath,2,2,142
1421,Kitsilano,Entire home/apt,2,1 bath,1,1,119
1422,West End,Entire home/apt,4,1 bath,2,3,292
1423,Sunset,Entire home/apt,2,1 bath,1,1,99
1424,Riley Park,Entire home/apt,4,2 baths,2,2,120
1425,Kitsilano,Private room,2,1 private bath,1,1,58
1426,Riley Park,Entire home/apt,2,1 bath,1,1,132
1427,Renfrew-Collingwood,Private room,2,1 shared bath,1,1,46
1428,Sunset,Entire home/apt,3,1 bath,2,3,125
1429,Renfrew-Collingwood,Entire home/apt,3,1 bath,1,1,80
1430,Strathcona,Entire home/apt,2,1 bath,1,2,145
1431,Downtown,Entire home/apt,5,2 baths,2,4,142
1432,Kitsilano,Entire home/apt,2,1 bath,1,1,150
1433,Downtown,Entire home/apt,6,2 baths,2,3,221
1434,Downtown,Hotel room,4,1 bath,2,2,45
1435,Fairview,Entire home/apt,4,2 baths,2,2,250
1436,Shaughnessy,Private room,5,1 private bath,2,3,234
1437,Downtown,Entire home/apt,4,1 bath,1,3,84
1438,West End,Entire home/apt,3,1 bath,1,1,225
1439,Victoria-Fraserview,Private room,2,1 shared bath,1,1,40
1440,Downtown,Entire home/apt,6,3 baths,3,3,315
1441,Shaughnessy,Entire home/apt,8,3.5 baths,4,4,320
1442,Kitsilano,Entire home/apt,8,4 baths,4,4,808
1443,Grandview-Woodland,Entire home/apt,5,1.5 baths,3,3,165
1444,Victoria-Fraserview,Private room,2,1 shared bath,1,1,40
1445,Fairview,Entire home/apt,4,1.5 baths,2,2,125
1446,Downtown,Entire home/apt,4,1 bath,1,3,184
1447,Strathcona,Entire home/apt,2,1 bath,1,1,225
1448,Downtown,Entire home/apt,4,2 baths,2,2,199
1449,Mount Pleasant,Entire home/apt,2,1 bath,1,3,68
1450,West End,Entire home/apt,3,1 bath,1,0,191
1451,Kitsilano,Entire home/apt,6,2.5 baths,2,4,513
1452,Downtown Eastside,Entire home/apt,4,2.5 baths,2,2,220
1453,Riley Park,Entire home/apt,4,1 bath,2,2,150
1454,West End,Private room,2,2 baths,1,1,80
1455,Downtown,Entire home/apt,2,2 baths,2,2,164
1456,Grandview-Woodland,Entire home/apt,4,1 bath,1,1,70
1457,Downtown,Entire home/apt,3,1 bath,2,2,140
1458,West End,Entire home/apt,3,1 bath,1,2,79
1459,Oakridge,Entire home/apt,2,1 bath,1,2,159
1460,Kensington-Cedar Cottage,Entire home/apt,6,2.5 baths,3,4,222
1461,South Cambie,Entire home/apt,4,1 bath,1,2,111
1462,West End,Entire home/apt,3,2 baths,2,2,129
1463,Downtown,Entire home/apt,2,1 bath,1,1,170
1464,Downtown,Entire home/apt,4,2.5 baths,2,2,213
1465,Hastings-Sunrise,Private room,2,1 shared bath,1,1,40
1466,Fairview,Entire home/apt,4,1.5 baths,2,2,132
1467,Downtown,Entire home/apt,4,1 bath,1,2,129
1468,Kensington-Cedar Cottage,Entire home/apt,4,1.5 baths,1,2,68
1469,Hastings-Sunrise,Entire home/apt,2,1 bath,1,2,89
1470,Downtown,Entire home/apt,5,2 baths,3,3,330
1471,Downtown Eastside,Entire home/apt,6,2 baths,2,2,169
1472,Riley Park,Entire home/apt,5,2 baths,3,3,95
1473,Marpole,Entire home/apt,3,1 bath,1,1,102
1474,Hastings-Sunrise,Private room,2,1 shared bath,1,1,40
1475,Strathcona,Entire home/apt,4,1 bath,2,3,66
1476,Kensington-Cedar Cottage,Entire home/apt,6,2.5 baths,2,4,200
1477,Downtown,Entire home/apt,2,1 bath,1,2,148
1478,Kensington-Cedar Cottage,Private room,2,2 shared baths,1,1,35
1479,Grandview-Woodland,Entire home/apt,3,2 baths,2,2,109
1480,Dunbar Southlands,Entire home/apt,8,3.5 baths,4,5,475
1481,Kensington-Cedar Cottage,Entire home/apt,4,1 bath,2,2,124
1482,Strathcona,Entire home/apt,4,1 bath,1,1,85.66
1483,Mount Pleasant,Entire home/apt,2,1 bath,1,2,203
1484,Hastings-Sunrise,Private room,4,2 shared baths,2,2,70
1485,Downtown,Entire home/apt,5,2 baths,2,3,209
1486,Kitsilano,Entire home/apt,2,1 bath,1,1,89
1487,Kensington-Cedar Cottage,Private room,2,1 shared bath,1,1,27
1488,Arbutus Ridge,Private room,1,1 shared bath,1,1,49
1489,Grandview-Woodland,Entire home/apt,4,1 bath,2,2,120
1490,Hastings-Sunrise,Private room,2,1 shared bath,1,2,45
1491,Kitsilano,Private room,2,1 shared bath,1,1,50
1492,Hastings-Sunrise,Entire home/apt,3,1 bath,1,2,100
1493,Downtown Eastside,Entire home/apt,2,1 bath,1,1,236
1494,Kitsilano,Entire home/apt,4,1 bath,2,2,220
1495,Riley Park,Entire home/apt,5,1 bath,2,3,132
1496,Hastings-Sunrise,Entire home/apt,4,1 bath,1,2,74
1497,Downtown,Entire home/apt,2,1 bath,1,1,90
1498,Kensington-Cedar Cottage,Private room,2,1 shared bath,1,1,110
1499,Dunbar Southlands,Entire home/apt,6,2 baths,3,4,150
1500,Downtown,Entire home/apt,4,1 bath,1,1,112
1501,Downtown,Entire home/apt,4,1 bath,1,2,125
1502,Downtown,Entire home/apt,4,1 bath,1,3,119
1503,Renfrew-Collingwood,Private room,2,1 shared bath,1,0,95
1504,Renfrew-Collingwood,Private room,8,2 baths,3,4,145
1505,Renfrew-Collingwood,Private room,2,1 shared bath,1,0,95
1506,Grandview-Woodland,Entire home/apt,2,1 bath,1,1,59
1507,Victoria-Fraserview,Private room,2,1 shared bath,1,1,40
1508,Killarney,Entire home/apt,2,1 bath,1,1,80
1509,Kerrisdale,Private room,2,1 private bath,1,1,38.71
1510,West End,Entire home/apt,4,1 bath,1,1,104
1511,Fairview,Entire home/apt,2,1 bath,1,1,90
1512,Downtown,Entire home/apt,4,2 baths,2,2,138
1513,Grandview-Woodland,Private room,2,1 shared bath,1,1,100
1514,South Cambie,Private room,2,1 private bath,1,1,79
1515,Downtown,Entire home/apt,2,1 bath,1,1,159
1516,Downtown,Entire home/apt,4,1 bath,1,3,300
1517,Fairview,Entire home/apt,4,2 baths,2,2,120
1518,Fairview,Entire home/apt,1,1 bath,1,1,85
1519,Riley Park,Entire home/apt,8,2 baths,3,7,350
1520,West End,Entire home/apt,4,1 bath,1,2,50
1521,Hastings-Sunrise,Entire home/apt,8,2 baths,4,4,212
1522,Downtown Eastside,Private room,2,1 shared bath,1,2,48
1523,Renfrew-Collingwood,Entire home/apt,2,1 bath,1,2,93
1524,Downtown,Entire home/apt,3,1 bath,2,3,99
1525,Downtown,Entire home/apt,2,1 bath,1,1,90
1526,Downtown,Entire home/apt,2,1 bath,1,1,109
1527,Fairview,Entire home/apt,2,1 bath,1,1,100
1528,Kensington-Cedar Cottage,Entire home/apt,4,2 baths,2,2,112
1529,Downtown Eastside,Entire home/apt,6,1 bath,2,2,100
1530,Hastings-Sunrise,Private room,1,1 shared bath,1,1,80
1531,West End,Entire home/apt,2,1 bath,1,1,175
1532,Fairview,Entire home/apt,6,2.5 baths,3,4,350
1533,West Point Grey,Entire home/apt,5,2.5 baths,4,4,975
1534,West End,Entire home/apt,2,1 bath,1,1,60
1535,Downtown Eastside,Private room,2,1 shared bath,1,1,69
1536,Strathcona,Entire home/apt,4,1 bath,2,2,71
1537,Dunbar Southlands,Hotel room,2,3 baths,3,2,150
1538,Dunbar Southlands,Entire home/apt,4,1 bath,1,3,100
1539,West End,Entire home/apt,2,1 bath,1,1,99
1540,Fairview,Entire home/apt,4,1 bath,1,1,149
1541,Downtown,Entire home/apt,2,1 bath,1,1,199
1542,Hastings-Sunrise,Entire home/apt,4,2 baths,2,2,133
1543,Mount Pleasant,Entire home/apt,2,1 bath,1,1,100
1544,Kensington-Cedar Cottage,Entire home/apt,6,2 baths,3,5,320
1545,Kensington-Cedar Cottage,Entire home/apt,4,1 bath,2,4,80
1546,Downtown,Entire home/apt,2,1 bath,1,1,70
1547,Fairview,Entire home/apt,2,1 bath,1,1,92
1548,Fairview,Entire home/apt,2,1 bath,1,1,100
1549,Grandview-Woodland,Entire home/apt,4,1 bath,3,3,200
1550,Downtown Eastside,Entire home/apt,3,1 bath,1,1,115
1551,Downtown Eastside,Private room,2,1 private bath,1,1,75
1552,Riley Park,Entire home/apt,2,1 bath,2,2,85
1553,West End,Entire home/apt,4,1 bath,2,3,85
1554,Downtown,Entire home/apt,4,1 bath,1,2,95
1555,Mount Pleasant,Entire home/apt,5,1 bath,3,3,198
1556,Hastings-Sunrise,Entire home/apt,5,1.5 baths,2,3,180
1557,Killarney,Private room,3,1 shared bath,1,2,37
1558,Killarney,Private room,3,1 shared bath,1,4,45
1559,Kensington-Cedar Cottage,Entire home/apt,4,1 bath,2,2,99
1560,Fairview,Private room,2,1 private bath,1,1,65
1561,Killarney,Private room,2,1 shared bath,1,1,26
1562,Mount Pleasant,Private room,2,1 private bath,1,1,99
1563,Mount Pleasant,Entire home/apt,2,1 bath,1,1,86
1564,Marpole,Private room,3,1 private bath,1,2,107
1565,Downtown Eastside,Entire home/apt,7,1.5 baths,4,4,250
1566,Downtown,Entire home/apt,4,2 baths,2,4,399
1567,Downtown Eastside,Entire home/apt,2,1 bath,1,1,164
1568,Riley Park,Entire home/apt,4,1 bath,2,2,136.14
1569,Hastings-Sunrise,Entire home/apt,4,1 bath,1,1,101
1570,Fairview,Entire home/apt,4,2 baths,2,2,110
1571,Victoria-Fraserview,Entire home/apt,4,1 bath,1,3,66
1572,Fairview,Entire home/apt,2,1 bath,1,1,100
1573,Kitsilano,Entire home/apt,6,1 bath,2,3,109
1574,Kitsilano,Entire home/apt,4,1 bath,2,2,200
1575,Oakridge,Private room,2,1.5 shared baths,1,2,60
1576,Downtown,Entire home/apt,6,2 baths,3,4,263
1577,Downtown,Entire home/apt,4,1 bath,1,1,127
1578,Downtown,Entire home/apt,4,1 bath,1,2,133
1579,Hastings-Sunrise,Entire home/apt,5,1 bath,3,4,150
1580,Riley Park,Entire home/apt,4,1 bath,2,3,150
1581,Marpole,Entire home/apt,6,1.5 baths,3,3,175
1582,West Point Grey,Entire home/apt,3,1 bath,2,2,113
1583,Renfrew-Collingwood,Private room,1,1 shared bath,1,1,30
1584,Arbutus Ridge,Entire home/apt,8,2 baths,4,8,200
1585,Mount Pleasant,Entire home/apt,8,2.5 baths,4,4,280
1586,Renfrew-Collingwood,Private room,1,1 shared bath,1,1,30
1587,Mount Pleasant,Private room,1,1 shared bath,1,1,75
1588,Downtown,Entire home/apt,6,1 bath,1,3,169
1589,Kitsilano,Private room,1,1 shared bath,1,1,80
1590,Shaughnessy,Entire home/apt,5,1 bath,2,3,198
1591,Kitsilano,Entire home/apt,6,2 baths,3,4,475
1592,Downtown,Entire home/apt,4,1 bath,1,2,175
1593,Victoria-Fraserview,Entire home/apt,8,2.5 baths,4,4,141
1594,Downtown,Private room,3,1 shared bath,1,2,89
1595,Fairview,Entire home/apt,2,1 bath,1,1,95
1596,Downtown,Entire home/apt,4,2 baths,2,2,247
1597,Kitsilano,Entire home/apt,1,1 bath,1,1,99
1598,Riley Park,Entire home/apt,5,2.5 baths,3,3,225
1599,Marpole,Private room,3,1 private bath,1,1,74
1600,West End,Entire home/apt,2,1 bath,1,1,100
1601,Shaughnessy,Private room,3,1 private bath,1,2,111
1602,Riley Park,Private room,2,1 private bath,1,1,79
1603,West End,Entire home/apt,4,1 bath,2,2,200
1604,Downtown Eastside,Entire home/apt,3,1 bath,1,1,211
1605,Downtown,Entire home/apt,4,2 baths,2,2,145
1606,Riley Park,Entire home/apt,5,2 baths,3,3,185
1607,Kitsilano,Private room,2,1 shared bath,1,1,75
1608,Riley Park,Entire home/apt,4,1 bath,1,2,90
1609,Grandview-Woodland,Entire home/apt,5,1 bath,2,2,200
1610,Mount Pleasant,Entire home/apt,6,2 baths,2,3,149
1611,Riley Park,Entire home/apt,3,1 bath,3,4,169
1612,Mount Pleasant,Private room,1,1 shared bath,1,1,90
1613,Downtown,Entire home/apt,3,1 bath,2,2,125
1614,Downtown Eastside,Entire home/apt,2,1 bath,1,1,167
1615,Mount Pleasant,Entire home/apt,2,2 baths,1,1,327
1616,Mount Pleasant,Private room,2,1 shared bath,1,1,109
1617,Grandview-Woodland,Private room,1,1 shared bath,1,1,45
1618,Downtown,Entire home/apt,4,1 bath,1,3,121
1619,Mount Pleasant,Private room,2,1 private bath,1,1,86
1620,Hastings-Sunrise,Entire home/apt,2,1 bath,1,1,144
1621,Dunbar Southlands,Entire home/apt,4,1 bath,2,2,95
1622,Downtown,Private room,2,1 private bath,1,1,135
1623,Fairview,Entire home/apt,3,1 bath,2,2,288
1624,Fairview,Entire home/apt,2,1 bath,1,1,95
1625,Fairview,Entire home/apt,4,2 baths,2,2,125
1626,Kitsilano,Entire home/apt,4,1 bath,2,2,175
1627,Shaughnessy,Entire home/apt,3,1 bath,1,2,83
1628,Downtown Eastside,Entire home/apt,4,1.5 baths,2,2,199
1629,Riley Park,Entire home/apt,3,1.5 baths,2,2,120
1630,Riley Park,Entire home/apt,3,1 bath,2,2,140
1631,Downtown,Entire home/apt,4,1.5 baths,1,2,150
1632,Downtown,Entire home/apt,6,2 baths,2,3,175
1633,West End,Private room,2,1 private bath,1,1,70
1634,West End,Entire home/apt,5,1.5 baths,2,4,459
1635,Grandview-Woodland,Entire home/apt,6,2 baths,4,4,350
1636,Downtown,Entire home/apt,4,1 bath,1,1,250
1637,West End,Entire home/apt,4,1 bath,1,2,189
1638,Oakridge,Private room,1,1 shared bath,1,1,61
1639,Downtown,Entire home/apt,6,2 baths,2,3,289
1640,Downtown,Entire home/apt,7,2 baths,2,4,289
1641,Downtown,Entire home/apt,4,1 bath,1,1,250
1642,Downtown,Entire home/apt,4,1 bath,1,1,250
1643,Downtown,Entire home/apt,6,2 baths,2,2,350
1644,Kitsilano,Entire home/apt,8,3 baths,3,4,988
1645,Downtown,Entire home/apt,4,2 baths,2,1,150
1646,Downtown,Entire home/apt,2,1 bath,1,1,170
1647,Downtown,Entire home/apt,6,3 baths,3,3,364
1648,Riley Park,Private room,2,1 private bath,1,2,45
1649,Killarney,Entire home/apt,4,1 bath,2,2,100
1650,Downtown,Entire home/apt,2,1 bath,1,1,100
1651,Downtown,Entire home/apt,3,1 bath,1,1,90
1652,Downtown Eastside,Entire home/apt,7,2 baths,3,3,500
1653,Downtown,Entire home/apt,4,1 bath,1,1,178
1654,Downtown,Entire home/apt,2,1 bath,1,1,110
1655,Downtown,Private room,2,1 private bath,1,1,60
1656,Kensington-Cedar Cottage,Entire home/apt,8,1 bath,3,3,148
1657,Mount Pleasant,Entire home/apt,4,1 bath,1,2,129
1658,Downtown,Entire home/apt,2,1 bath,1,1,200
1659,Downtown Eastside,Entire home/apt,2,1 bath,1,1,107
1660,Kerrisdale,Entire home/apt,3,1 bath,2,2,175
1661,Mount Pleasant,Private room,2,1 shared bath,1,1,102
1662,Kensington-Cedar Cottage,Private room,2,1 shared bath,1,0,40
1663,West End,Private room,2,1 private bath,1,1,60
1664,Fairview,Entire home/apt,5,2 baths,3,3,175
1665,Downtown,Entire home/apt,2,1 bath,1,1,101
1666,Kensington-Cedar Cottage,Entire home/apt,6,2 baths,4,4,180
1667,Riley Park,Private room,4,2 shared baths,2,2,90
1668,Kensington-Cedar Cottage,Private room,5,1.5 baths,2,3,60
1669,Kensington-Cedar Cottage,Entire home/apt,5,2.5 baths,3,4,285
1670,Oakridge,Private room,3,1 private bath,1,2,100
1671,Mount Pleasant,Entire home/apt,4,1 bath,1,2,114
1672,Downtown,Entire home/apt,2,1 bath,1,0,144
1673,Riley Park,Private room,2,1 private bath,1,1,75
1674,Shaughnessy,Private room,4,1 private bath,1,2,95
1675,South Cambie,Entire home/apt,4,1 bath,2,2,90
1676,Kitsilano,Entire home/apt,2,1 bath,1,1,208.57
1677,Mount Pleasant,Entire home/apt,4,1 bath,1,2,107
1678,Mount Pleasant,Entire home/apt,2,1 bath,1,0,85
1679,Renfrew-Collingwood,Private room,2,1 shared bath,1,1,19
1680,Kitsilano,Entire home/apt,5,1 bath,2,2,180
1681,South Cambie,Entire home/apt,6,1 bath,3,3,350
1682,South Cambie,Entire home/apt,2,1 bath,2,1,78
1683,Shaughnessy,Entire home/apt,3,1 bath,1,2,75
1684,Downtown,Entire home/apt,2,1 bath,1,1,85
1685,Downtown,Private room,1,1 shared bath,1,1,40
1686,Mount Pleasant,Entire home/apt,2,1 bath,1,1,94
1687,Dunbar Southlands,Private room,2,1.5 shared baths,1,1,90
1688,Oakridge,Entire home/apt,4,1 bath,2,2,120
1689,Fairview,Entire home/apt,4,1.5 baths,2,2,125
1690,Oakridge,Entire home/apt,4,1.5 baths,2,2,120
1691,West End,Entire home/apt,2,1 bath,1,1,150
1692,Downtown,Entire home/apt,2,1 bath,1,1,110
1693,Downtown,Private room,1,1 shared bath,1,1,50
1694,West Point Grey,Entire home/apt,2,1 bath,1,1,145
1695,Kitsilano,Private room,2,2 baths,1,1,66
1696,Riley Park,Entire home/apt,4,1 bath,2,4,111
1697,Riley Park,Entire home/apt,5,1.5 baths,3,4,314
1698,Grandview-Woodland,Entire home/apt,5,1.5 baths,3,4,350
1699,Downtown,Entire home/apt,3,1 bath,1,2,200
1700,Arbutus Ridge,Entire home/apt,3,1 bath,2,2,110
1701,Grandview-Woodland,Private room,3,1 shared bath,2,2,50
1702,Mount Pleasant,Entire home/apt,2,1 bath,1,1,130
1703,Victoria-Fraserview,Entire home/apt,5,1 bath,2,3,105
1704,West End,Entire home/apt,4,2 baths,2,2,102.86
1705,Riley Park,Entire home/apt,10,4.5 baths,5,5,500
1706,West End,Entire home/apt,3,1 bath,1,1,200
1707,Riley Park,Entire home/apt,4,2 baths,2,2,200
1708,Downtown,Entire home/apt,2,1 bath,1,2,74
1709,Downtown,Entire home/apt,4,2 baths,2,2,185
1710,Downtown,Entire home/apt,4,2 baths,2,2,142
1711,Downtown,Entire home/apt,4,1 bath,1,1,89
1712,Dunbar Southlands,Private room,3,1.5 shared baths,1,1,110
1713,Downtown,Entire home/apt,5,2 baths,3,3,247
1714,Riley Park,Entire home/apt,6,2 baths,3,3,178
1715,Riley Park,Private room,2,1 private bath,1,1,79
1716,West Point Grey,Entire home/apt,7,2 baths,4,5,300
1717,Downtown,Entire home/apt,2,1 bath,1,1,300
1718,West End,Entire home/apt,3,1 bath,1,1,103
1719,Killarney,Entire home/apt,6,1 bath,2,2,95
1720,Downtown,Entire home/apt,4,2 baths,2,2,275
1721,Downtown,Entire home/apt,2,1 bath,1,1,144
1722,Downtown,Private room,3,1 shared bath,1,1,70
1723,Victoria-Fraserview,Private room,2,1 private bath,1,1,39
1724,Downtown,Entire home/apt,3,1 bath,1,1,150
1725,Riley Park,Entire home/apt,2,1 bath,1,1,99
1726,West Point Grey,Entire home/apt,6,2 baths,3,4,394
1727,Downtown,Entire home/apt,4,2 baths,2,2,270
1728,Mount Pleasant,Entire home/apt,4,2 baths,2,2,115
1729,Kitsilano,Private room,1,2 shared baths,1,1,80
1730,Renfrew-Collingwood,Entire home/apt,6,1 bath,2,3,93
1731,Downtown,Entire home/apt,4,2 baths,2,2,395
1732,Dunbar Southlands,Entire home/apt,4,2.5 baths,2,2,385
1733,Kensington-Cedar Cottage,Entire home/apt,5,1.5 baths,3,2,280
1734,Kitsilano,Entire home/apt,2,1 bath,1,1,67
1735,Marpole,Private room,6,2.5 baths,3,3,299
1736,Marpole,Private room,2,1.5 baths,1,1,119
1737,West Point Grey,Entire home/apt,6,1.5 baths,3,4,316
1738,Kitsilano,Entire home/apt,7,1 bath,3,3,213
1739,Downtown Eastside,Entire home/apt,6,1.5 baths,1,3,293
1740,West End,Entire home/apt,2,1 bath,1,2,151
1741,Dunbar Southlands,Entire home/apt,6,1 bath,2,3,118
1742,Downtown,Entire home/apt,3,1 bath,1,2,157
1743,Kensington-Cedar Cottage,Private room,1,1 shared bath,1,1,50
1744,Downtown,Entire home/apt,4,1 bath,1,3,128
1745,Marpole,Entire home/apt,3,1 bath,1,3,69
1746,Hastings-Sunrise,Entire home/apt,2,1 bath,1,1,150
1747,Renfrew-Collingwood,Private room,4,2 baths,2,2,130
1748,Mount Pleasant,Entire home/apt,2,1 bath,1,1,140
1749,Sunset,Private room,2,1 private bath,1,1,46
1750,Marpole,Entire home/apt,2,1 bath,1,1,60
1751,Grandview-Woodland,Entire home/apt,6,1 bath,2,2,214
1752,Kensington-Cedar Cottage,Entire home/apt,4,1 bath,2,2,259
1753,Riley Park,Entire home/apt,4,1 bath,2,2,176
1754,Downtown,Entire home/apt,2,1 bath,1,1,89
1755,Marpole,Entire home/apt,4,1 bath,2,2,240
1756,Renfrew-Collingwood,Private room,2,1 private bath,1,1,39
1757,Fairview,Entire home/apt,3,1 bath,1,1,120
1758,Mount Pleasant,Entire home/apt,8,2 baths,4,5,300
1759,Downtown Eastside,Entire home/apt,4,1 bath,2,2,225
1760,Riley Park,Entire home/apt,6,2.5 baths,3,4,219
1761,Grandview-Woodland,Private room,2,1 private bath,1,1,80
1762,Downtown,Entire home/apt,4,1 bath,2,2,140
1763,Downtown,Entire home/apt,6,2 baths,3,4,254
1764,Mount Pleasant,Entire home/apt,7,1.5 baths,4,4,295
1765,Kensington-Cedar Cottage,Entire home/apt,3,1 bath,1,1,78
1766,Mount Pleasant,Entire home/apt,6,1.5 baths,2,4,250
1767,Fairview,Entire home/apt,4,2 baths,2,2,200
1768,Arbutus Ridge,Private room,2,1 private bath,1,1,108
1769,Kerrisdale,Private room,4,1 private bath,1,2,191
1770,Kitsilano,Entire home/apt,2,1 bath,1,1,100
1771,Kitsilano,Entire home/apt,3,1 bath,1,1,209
1772,Downtown,Entire home/apt,2,1 bath,1,1,140
1773,Shaughnessy,Private room,3,1 private bath,1,2,118
1774,West Point Grey,Entire home/apt,6,2.5 baths,2,2,264
1775,Riley Park,Entire home/apt,3,1 bath,2,2,180
1776,Downtown,Entire home/apt,2,1 bath,1,1,99
1777,Grandview-Woodland,Entire home/apt,4,1.5 baths,3,2,199
1778,Grandview-Woodland,Entire home/apt,2,1 bath,1,1,120
1779,Hastings-Sunrise,Private room,4,1 private bath,1,2,65
1780,Shaughnessy,Entire home/apt,4,1 bath,1,2,201
1781,West End,Entire home/apt,4,1 bath,2,2,250
1782,Shaughnessy,Entire home/apt,6,2 baths,2,4,250
